instance_id,feat_1,shap_1,feat_2,shap_2,feat_3,shap_3,feat_4,shap_4,feat_5,shap_5
36,['num__credit_amount' 'num__duration'],-0.009067439232593972,['num__credit_amount' 'num__duration'],-0.009067439232593972,['num__duration' 'num__credit_amount'],0.09254847186857854,['num__duration' 'num__credit_amount'],0.09254847186857854,['num__duration' 'num__credit_amount'],0.09254847186857854
37,['num__duration' 'num__credit_amount'],-0.03652013072338407,['num__credit_amount' 'num__duration'],-0.03662526864334009,['num__credit_amount' 'num__duration'],-0.03662526864334009,['num__credit_amount' 'num__duration'],-0.03662526864334009,['num__duration' 'num__credit_amount'],-0.03652013072338407
38,['num__duration' 'num__credit_amount'],-0.017279515743419512,['num__credit_amount' 'num__duration'],-0.02246070532366948,['num__duration' 'num__credit_amount'],-0.017279515743419512,['num__credit_amount' 'num__duration'],-0.02246070532366948,['num__credit_amount' 'num__duration'],-0.02246070532366948
39,['num__duration' 'num__credit_amount'],-0.009293154333823422,['num__duration' 'num__credit_amount'],-0.009293154333823422,['num__credit_amount' 'num__duration'],-0.030651235980529747,['num__duration' 'num__credit_amount'],-0.009293154333823422,['num__duration' 'num__credit_amount'],-0.009293154333823422
40,['num__duration' 'num__credit_amount'],-0.05518509501203498,['num__duration' 'num__credit_amount'],-0.05518509501203498,['num__credit_amount' 'num__duration'],-0.01164806503116286,['num__credit_amount' 'num__duration'],-0.01164806503116286,['num__credit_amount' 'num__duration'],-0.01164806503116286
41,['num__duration' 'num__credit_amount'],0.06155728027446868,['num__duration' 'num__credit_amount'],0.06155728027446868,['num__credit_amount' 'num__duration'],0.0009577778533346315,['num__credit_amount' 'num__duration'],0.0009577778533346315,['num__duration' 'num__credit_amount'],0.06155728027446868
42,['num__credit_amount' 'num__duration'],-0.02140663846586341,['num__duration' 'num__credit_amount'],-0.004676080824038558,['num__duration' 'num__credit_amount'],-0.004676080824038558,['num__duration' 'num__credit_amount'],-0.004676080824038558,['num__credit_amount' 'num__duration'],-0.02140663846586341
43,['num__credit_amount' 'num__duration'],-0.013781692581552691,['num__credit_amount' 'num__duration'],-0.013781692581552691,['num__duration' 'num__credit_amount'],-0.002299504749454152,['num__credit_amount' 'num__duration'],-0.013781692581552691,['num__credit_amount' 'num__duration'],-0.013781692581552691
44,['num__duration' 'num__credit_amount'],-0.029462639259965447,['num__credit_amount' 'num__duration'],-0.032697500528500505,['num__duration' 'num__credit_amount'],-0.029462639259965447,['num__duration' 'num__credit_amount'],-0.029462639259965447,['num__duration' 'num__credit_amount'],-0.029462639259965447
45,['num__duration' 'num__credit_amount'],0.057974184957917736,['num__credit_amount' 'num__duration'],0.08728098753687792,['num__credit_amount' 'num__duration'],0.08728098753687792,['num__duration' 'num__credit_amount'],0.057974184957917736,['num__credit_amount' 'num__duration'],0.08728098753687792
46,['num__duration' 'num__credit_amount'],0.009063893142868531,['num__duration' 'num__credit_amount'],0.009063893142868531,['num__credit_amount' 'num__duration'],-0.029037003978233153,['num__credit_amount' 'num__duration'],-0.029037003978233153,['num__duration' 'num__credit_amount'],0.009063893142868531
47,['num__duration' 'num__credit_amount'],-0.001548476489002727,['num__credit_amount' 'num__duration'],-0.02460715789559931,['num__credit_amount' 'num__duration'],-0.02460715789559931,['num__duration' 'num__credit_amount'],-0.001548476489002727,['num__duration' 'num__credit_amount'],-0.001548476489002727
48,['num__credit_amount' 'num__duration'],0.10290183932068035,['num__credit_amount' 'num__duration'],0.10290183932068035,['num__duration' 'num__credit_amount'],0.04825925210945976,['num__credit_amount' 'num__duration'],0.10290183932068035,['num__duration' 'num__credit_amount'],0.04825925210945976
49,['num__credit_amount' 'num__duration'],-0.02181372900944992,['num__credit_amount' 'num__duration'],-0.02181372900944992,['num__credit_amount' 'num__duration'],-0.02181372900944992,['num__credit_amount' 'num__duration'],-0.02181372900944992,['num__duration' 'num__credit_amount'],-0.007579428639807189
50,['num__duration' 'num__credit_amount'],0.006494665438210325,['num__credit_amount' 'num__duration'],0.02626774075300087,['num__duration' 'num__credit_amount'],0.006494665438210325,['num__duration' 'num__credit_amount'],0.006494665438210325,['num__duration' 'num__credit_amount'],0.006494665438210325
51,['num__credit_amount' 'num__duration'],-0.024148883316027523,['num__credit_amount' 'num__duration'],-0.024148883316027523,['num__duration' 'num__credit_amount'],0.00421769401555617,['num__duration' 'num__credit_amount'],0.00421769401555617,['num__credit_amount' 'num__duration'],-0.024148883316027523
52,['num__duration' 'num__credit_amount'],0.01867327513230338,['num__credit_amount' 'num__duration'],-0.019780124450426862,['num__duration' 'num__credit_amount'],0.01867327513230338,['num__duration' 'num__credit_amount'],0.01867327513230338,['num__duration' 'num__credit_amount'],0.01867327513230338
53,['num__duration' 'num__credit_amount'],-0.029551268678895615,['num__credit_amount' 'num__duration'],-0.029186435414940363,['num__credit_amount' 'num__duration'],-0.029186435414940363,['num__duration' 'num__credit_amount'],-0.029551268678895615,['num__credit_amount' 'num__duration'],-0.029186435414940363
54,['num__credit_amount' 'num__duration'],-0.02323822692903185,['num__credit_amount' 'num__duration'],-0.02323822692903185,['num__duration' 'num__credit_amount'],0.005465090697296066,['num__duration' 'num__credit_amount'],0.005465090697296066,['num__credit_amount' 'num__duration'],-0.02323822692903185
55,['num__duration' 'num__credit_amount'],0.00621641132464998,['num__credit_amount' 'num__duration'],-0.013531962165513072,['num__credit_amount' 'num__duration'],-0.013531962165513072,['num__duration' 'num__credit_amount'],0.00621641132464998,['num__credit_amount' 'num__duration'],-0.013531962165513072
56,['num__credit_amount' 'num__duration'],-0.024068194394542716,['num__duration' 'num__credit_amount'],-0.041670992696143695,['num__credit_amount' 'num__duration'],-0.024068194394542716,['num__duration' 'num__credit_amount'],-0.041670992696143695,['num__duration' 'num__credit_amount'],-0.041670992696143695
57,['num__credit_amount' 'num__duration'],-0.014198455981123577,['num__duration' 'num__credit_amount'],-0.056549478817669425,['num__duration' 'num__credit_amount'],-0.056549478817669425,['num__credit_amount' 'num__duration'],-0.014198455981123577,['num__credit_amount' 'num__duration'],-0.014198455981123577
58,['num__credit_amount' 'num__duration'],0.0031401100450094616,['num__duration' 'num__credit_amount'],-0.03319316748610215,['num__duration' 'num__credit_amount'],-0.03319316748610215,['num__duration' 'num__credit_amount'],-0.03319316748610215,['num__duration' 'num__credit_amount'],-0.03319316748610215
59,['num__credit_amount' 'num__duration'],0.06429794620062591,['num__duration' 'num__credit_amount'],0.06223102644456393,['num__credit_amount' 'num__duration'],0.06429794620062591,['num__duration' 'num__credit_amount'],0.06223102644456393,['num__duration' 'num__credit_amount'],0.06223102644456393
60,['num__duration' 'num__credit_amount'],-0.04566780740523927,['num__duration' 'num__credit_amount'],-0.04566780740523927,['num__duration' 'num__credit_amount'],-0.04566780740523927,['num__credit_amount' 'num__duration'],-0.0020571568849906898,['num__duration' 'num__credit_amount'],-0.04566780740523927
61,['num__duration' 'num__credit_amount'],-0.018989538328194576,['num__credit_amount' 'num__duration'],0.03279245369477321,['num__duration' 'num__credit_amount'],-0.018989538328194576,['num__credit_amount' 'num__duration'],0.03279245369477321,['num__duration' 'num__credit_amount'],-0.018989538328194576
62,['num__credit_amount' 'num__duration'],0.025116157293637576,['num__duration' 'num__credit_amount'],-0.014477942530947167,['num__duration' 'num__credit_amount'],-0.014477942530947167,['num__credit_amount' 'num__duration'],0.025116157293637576,['num__credit_amount' 'num__duration'],0.025116157293637576
